num_image,nom_produit,description,origine,vente,type_produit,,
304,JUS DE BISSAP NATURE 1L JUS T'AIME,"Jus à base de fleurs d'hibiscus aromatisé , sucrés",Afrique de l'ouest,Unité,Boisson,,
305,JUS DE CITRON  1L,"Jus à base de citron préssé aromatisé , sucrés",Afrique ,Unité,Boisson,,
306,FOSTER CLACK 30G ANANAS/GINGEMBRE,"Boisson instantanée ananas gingembre en poudre composé de Sucre, acide citrique, d'arômes naturels à base d'ananas et d'arômes naturels à base de gingembre, citrate de sodiium, édulcorants (aspartame), aséculfame, stabilisateurs, phosphate de calcium, colorants, vitamine C, agent anti-coagulant.",ENGLAND,Unité,Boisson,,
307,FOSTER CLACK 30G ANANAS/COCO,"Boisson arômatisée, instantanée au gout ananas et coco",ENGLAND,Unité,Boisson,,
308,FOSTER CLACK 30G GOYAVE,Boisson arômatisée Instantanée au gout de la goyave,ENGLAND,Unité,Boisson,,
309,FOSTER CLACK 30G FRAISE,Boisson arômatisée Instantanée au gout de la fraise,ENGLAND,Unité,Boisson,,
310,FOSTER CLACK 30G MANGUE,Boisson arômatisée Instantanée au gout de la mangue,ENGLAND,Unité,Boisson,,
311,FOSTER CLACK 30G ANANAS,Boisson arômatisée Instantanée au gout de l'ananas,ENGLAND,Unité,Boisson,,
312,OSTER CLACK 30G CITRON,Boisson arômatisée Instantanée au gout du citron,ENGLAND,Unité,Boisson,,
313,FOSTER CLACK 30G ORANGE,Boisson arômatisée Instantanée au gout de l'orange,ENGLAND,Unité,Boisson,,
314,FOSTER CLACK 30G PASSION,Boisson arômatisée Instantanée au gout du fruit de la passion,ENGLAND,Unité,Boisson,,
315,FOSTER CLACK 30G TROPICAL,Boisson arômatisée Instantanée au gout cocktail tropical,ENGLAND,Unité,Boisson,,
316,FOSTER CLACK 30G BERRIES,Boisson arômatisée Instantanée à la saveur des baies,ENGLAND,Unité,Boisson,,
317,BOISSON MANGUE FOCO 350ML,Boisson Rafraîchissant arômatisée au gout de mangue. Bien agiter avant de se servir très frais.,Afrique,Unité,Boisson,,
318,BOISSON TAMARIN FOCO 350ML,Boisson Rafraîchissant arômatisée au gout de tamarin. Bien agiter avant de se servir très frais.,Afrique,Unité,Boisson,,
319,DJINO 60CL,Cocktail de fruit gazeuses ,Afrique centrale,Unité,Boisson,,
320,"GINGER BEER 1,5L",Boisson gazeuse non alcoolisée base de gingembre originaire de la Jamaïque.,Jamaica,Unité,Boisson,,
322,JUS COCO FOCO 350ML,Le jus de noix de coco de Foco est un jus de fruit non gazeux. Il contient 80% de jus de coco. C'est une délicieuse boisson qui se boit bien fraiche. Le jus de noix de coco de Foco a gardé toutes les saveurs de la vrai coco et vous réfraichira durant les journées d'été. Le jus de noix de coco est la boisson des vacances!,Afrique,Unité,Boisson,,
323,KOLA CHAMPION 33CL,"Le Kola champion est une boisson gazeuse sucrée, aux extraits de cola, sans alcool. Boisson gazeuse à boire fraiche, Kola champion peut aussi agrémenter a merveille vos meilleurs cocktails. c'est un soda très apprécié en Inde et dans les caraibes.",Caraib,Unité,Boisson,,
324,L'ORDINAIRE 2L,"Cette boisson à l'anis est unique au monde, elle possède un goût qui sort de l'ordinaire qui vous permettra de prolonger dans la saveur de l'ordinaire.",Guadeloup,Unité,Boisson,,
325,L'ORDINAIRE 50CL,"Cette boisson à l'anis est unique au monde, elle possède un goût qui sort de l'ordinaire qui vous permettra de prolonger dans la saveur de l'ordinaire.",Guadeloup,Unité,Boisson,,
326,ROYAL  2L,Boisson gazeuse,Martinique,Unité,Boisson,,
327,ROYAL  50CL,Boisson gazeuse,Martinique,Unité,Boisson,,
328,ROYAL ANIS 2L,Boisson gazeuse au gout de l'Anis,Martinique,Unité,Boisson,,
329,ROYAL ANIS 50CL,Boisson gazeuse au gout de l'Anis,Martinique,Unité,Boisson,,
330,GUINESS TOGO 33CL (Alcool)," Bière bierre brune en bouteille 33cl,  issue de la fermentation du  de malt d'orge, sa mousse blanche épaisse est gonflée à l’azote, avec des arômes fortement amers et caramélisés. Elle contient 5 - 8% d'alcool, se boit frais  entre 5 et 12 degrés.",TOGO,Unité,Boisson,,
331,MALTA GUINESS BOUTEILLE  60CL,"Boissons maltée alcoolisé, riche en vitamines et très nourrissante. Elle est issue de la fermentation du malt torifié, elle a un fort apport énergetique. Elle se boit frais entre 5 et 12 degrés.",Afrique de l'ouest,Unité,Boisson,,
332,MALTA LORRAINE 33CL,"Boissons maltée, canette 33cl, riche en vitamines et très nourrissante. Elle est issue de la fermentation du malt torifié, elle a un fort apport énergetique, s'utilise lors ou après les activitées intenses. Elle se boit frais entre 5 et 12 degrés.",Afrique de l'ouest,Unité,Boisson,,
334,INFUSION D'AFRIQUE RACINES GINGEMBRE 25 SACHET,Infusion gingembre. À boire chaud ou froid en fonction de vos envies.,Afrique de l'ouest,Unité,Boisson,,
335,INFUSION D'AFRIQUE RACINES CITRONNELLE 25 SACHET,Infusion citronnelle. À boire chaud.,Afrique de l'ouest,Unité,Boisson,,
336,INFUSION D'AFRIQUE RACINES BAOBAB 25 SACHET,Infusion racines de baobab. À boire chaud ou froid en fonction de vos envies.,Afrique de l'ouest,Unité,Boisson,,
337,INFUSION D'AFRIQUE RACINES GINGEMBRE BISSAP 25 SACHET,Infusion bissap gingembre. À boire chaud ou froid en fonction de vos envies.,Afrique de l'ouest,Unité,Boisson,,
338,INFUSION D'AFRIQUE RACINES KINKELIBA 25 SACHET,Infusion kinkeliba. À boire chaud ou froid en fonction de vos envies.,Afrique de l'ouest,Unité,Boisson,,
339,INFUSION D'AFRIQUE RACINES CITRONNELLE GINGEMBRE 25 SACHET,Infusion citron gingembre. À boire chaud ou froid en fonction de vos envies.,Afrique de l'ouest,Unité,Boisson,,
340,INFUSION D'AFRIQUE RACINES BISSAP 25 SACHET,Infusion fleur d'hibiscus. À boire chaud ou froid en fonction de vos envies.,Afrique,Unité,Boisson,,
341,THE FITNE,Cette tisane contribue à l'évacuation de déchets du corps et permet d'eviter les ballonnements de ventre,Chine,Unité,Boisson,,
342,THE OOLONG BEAUTY 36GR,"Le Thé des Songes est un délicieux Oolong (thé semi-oxydé) , parfumé aux fleurs et fruits exotiques. Il est agrémenté de pétales de fleurs.",Chine,Unité,Boisson,,
343,THE OOLONG TONIC 36GR,"Le Thé des Songes est un délicieux Oolong (thé semi-oxydé) , parfumé aux fleurs et fruits exotiques. Il est agrémenté de pétales de fleurs.",Chine,Unité,Boisson,,
344,THE RICHTER TRANSIT 20SACHET,Cette tisane contribue à l'évacuation de déchets du corps et permet d'eviter les ballonnements de ventre,Chine,Unité,Boisson,,
345,TISANE DR ERNEST'S N°10 TRANSIT 20 SACHET,Cette tisane contribue à l'évacuation de déchets du corps et permet d'eviter les ballonnements de ventre,Chine,Unité,Boisson,,
346,TISANE RICHTER 20 SACHET,"Tisane au goût agréable, elle contribue à l'évacuation de déchets du corps et permet d'eviter les ballonnements de ventre",Chine,Unité,Boisson,,
347,AROME LES 3 LIONS,"Arome a base de fruits pour parfumer vos fruits, gateaux...",Afrique de l'ouest,Unité,Boisson,,
348,STARLING CITRON 400GR,"Jus obtenu en rajoutant de l'eau à la composition, il est  désaltérant et réconfortant, saveurs citron.",Afrique de l'ouest,Unité,Boisson,,
349,STARLING GINGEMBRE 400GR,"Jus obtenu en rajoutant de l'eau à la composition, il est  désaltérant et réconfortant, saveurs Gingembre.",Afrique de l'ouest,Unité,Boisson,,
350,STARLING GINGEMBRE HOT 400GR,"Jus obtenu en rajoutant de l'eau à la composition, il est  désaltérant et réconfortant, saveurs Gingembre intense. Laisse un effet chaud sur la palet.",Afrique de l'ouest,Unité,Boisson,,
351,STARLING BISSAP 400GR,"Jus obtenu en rajoutant de l'eau à la composition, il est  désaltérant et réconfortant, goût bissap.",Afrique de l'ouest,Unité,Boisson,,
352,STARLING TAMARIN 400GR,"Jus obtenu en rajoutant de l'eau à la composition, il est  désaltérant et réconfortant, saveurs tamarin.",Afrique de l'ouest,Unité,Boisson,,
353,STARLING PECHE 400GR,"Jus obtenu en rajoutant de l'eau à la composition, il est  désaltérant et réconfortant, saveurs pêche.",Afrique de l'ouest,Unité,Boisson,,
354,STARLING POMME 400GR,"Jus obtenu en rajoutant de l'eau à la composition, il est  désaltérant et réconfortant, saveurs pomme.",Afrique de l'ouest,Unité,Boisson,,
355,STARLING MENTHE NANAH 400GR,"Jus obtenu en rajoutant de l'eau à la composition, il est  désaltérant et réconfortant, saveurs menthe.",Afrique de l'ouest,Unité,Boisson,,
356,STARLING CITRON MIEL GINGEMBRE 400GR,"Jus obtenu en rajoutant de l'eau à la composition, il est  désaltérant et réconfortant. C'est un mélange de saveurs rehaussé par le citron et le gigembre.",Afrique de l'ouest,Unité,Boisson,,
357,MILO 400G,"Jus obtenu en rajoutant de l'eau a la composition, il est  désaltérant et réconfortant pour le plus grand plaisir des adultes et des enfants. Elle peut être consommée chaude ou froide.",Afrique de l'ouest,Unité,Boisson,,
358,FLEUR D'HISBICUS BLANC RACINES 100G,"Fleurs d'hibiscus blanc en vrac. À infuser, les fleurs d'hibiscus séchées ont de nombreux bienfaits pour la santé. Riches en vitamine C, calcium, niacine, riboflavine.",Afrique de l'ouest,Unité,Boisson,,
359,HIBISCUS / BISSAP SEC ROUGE 100G,"Fleurs d'hibiscus rouges en vrac. À infuser, les fleurs d'hibiscus séchées ont de nombreux bienfaits pour la santé. Riches en vitamine C, calcium, niacine, riboflavine et fer",Sénégal,Unité,Boisson,,
360,HIBISCUS / BISSAP SEC ROUGE 25KG,"Fleurs d'hibiscus rouges en vrac. À infuser, les fleurs d'hibiscus séchées ont de nombreux bienfaits pour la santé. Riches en vitamine C, calcium, niacine, riboflavine et fer",Sénégal,Unité,Boisson,,
361,HIBISCUS / BISSAP SEC ROUGE 100G,"Fleurs d'hibiscus rouges en vrac. À infuser, les fleurs d'hibiscus séchées ont de nombreux bienfaits pour la santé. Riches en vitamine C, calcium, niacine, riboflavine et fer",Sénégal,Unité,Boisson,,
362,LAIT CONCENTRE PEAK NON SUCRE 410GR,"Fait à base de lait entier de vache; riche en vitamine D, matières grasses et matières sèches dégraissées du lait. A prendre avec le café, le thé, le chocolat, les desserts, goûtés.",Pays-Bas,Unité,Autres,,
363,LAIT EN POUDRE PEAK 400G,"Fait à base de lait entier de vache en poudre instantané crémeux; riche en vitamine D, matières grasses et matières sèches dégraissées du lait. A prendre avec le café, le thé, le chocolat, les desserts, goûtés.",Pays-Bas,Unité,Autres,,
364,LAIT EN POUDRE PEAK 900G,"Fait à base de lait entier de vache en poudre instantané crémeux; riche en vitamine D, matières grasses et matières sèches dégraissées du lait. A prendre avec le café, le thé, le chocolat, les desserts, goûtés.",Pays-Bas,Unité,Autres,,
365,"LAIT EN POUDRE PEAK 2,5KG","Fait à base de lait entier de vache en poudre instantané crémeux; riche en vitamine D, matières grasses et matières sèches dégraissées du lait. A prendre avec le café, le thé, le chocolat, les desserts, goûtés.",Pays-Bas,Unité,Autres,,
366,"LAIT EN POUDRE NIDO 2,5KG",Nido se presente dans une boîte à couvercle pour une utilisation facile. C'est un lait indispensable pour les enfants grace à ces vitamines (Calcuim) et protéines pour une bonne croissance.,Suisse,Unité,Autres,,
367,"LAIT EN POUDRE NIDO 1,8KG",Nido se presente dans une boîte à couvercle pour une utilisation facile. C'est un lait indispensable pour les enfants grace à ces vitamines (Calcuim) et protéines pour une bonne croissance.,Suisse,Unité,Autres,,
368,LAIT EN POUDRE NIDO 900GR,Nido se presente dans une boîte à couvercle pour une utilisation facile. C'est un lait indispensable pour les enfants grace à ces vitamines (Calcuim) et protéines pour une bonne croissance.,Suisse,Unité,Autres,,
369,LAIT EN POUDRE NIDO 400GR,Nido se presente dans une boîte à couvercle pour une utilisation facile. C'est un lait indispensable pour les enfants grace à ces vitamines (Calcuim) et protéines pour une bonne croissance.,Suisse,Unité,Autres,,
370,LAIT CONCENTRE BONNET ROUGE NON SUCRE 410GR,"C'est un lait concentré non sucré de la marque Bonnet Rouge. Il peut être employé dans le thé, chocolat, café, avec les céréales, desserts,...",France,Unité,Autres,,
371,CREME DE COCO 200GR ,Crème à base de concentré de noix de coco. Utiliser en cuisine et en patisserie.,France,Unité,Boisson,,
372,LAIT DE COCO 1L,"Lait extrait des noix de coco venus de la Thaïlande. Il est riche en vitamines, minéraux, oligo-éléments. Il est utilisé en cuisine et en patisserie (préparation de riz, de soupes, de desserts,.....) pour un goût exquise.",Thaïlande,Unité,Boisson,,
373,LAIT DE COCO AROY D 500ML ,"Lait extrait des noix de coco venus de la Thaïlande. Il est riche en vitamines, minéraux, oligo-éléments. Il est utilisé en cuisine et en patisserie (préparation de riz, de soupes, de desserts,.....) pour un goût excise.",Thaïlande,Unité,Boisson,,
374,"EXTRAIT DE COCO UHT ""AD"" 250ML","Lait extrait de noix de coco, il est riche en magnésium, phosphore, fer, manganèse. Il se présente dans un carton en forme de brique de 250ML.",Thaïlande,Unité,Boisson,,
375,LAIT COCO DESSERT AD 400ML,"Lait extrait de noix de coco, il est riche en magnésium, phosphore, fer, manganèse. Il se présente dans un carton en forme de brique de 250ML.",Thaïlande,Unité,Boisson,,
376,LAIT COCO CUISINE AD 400ML,"Lait extrait de noix de coco, il est riche en magnésium, phosphore, fer, manganèse. Il se présente dans un carton en forme de brique de 250ML.",Thaïlande,Unité,Boisson,,
377,ANCHOIS SECHE 80G,"Ce sont de petits poissons séchés au soleil. Ils sont utilisés dans les cuisines Asiatiques, Philippines et dans certains pays de l'Afrique; ",Asie; Philippin; Afrique,Au poids,Condiments et Epices,,
378,BROSME 21/40 6KG,"Un poisson très apprécié en Europe pour sa chaire blanche. On le consomme fraîs, salé,... ",Europe,Au poids,Condiments et Epices,,
379,BROSME 21/40 3KG,"Un poisson très apprécié en Europe pour sa chaire blanche. On le consomme fraîs, salé,..",Europe,Au poids,Condiments et Epices,,
380,COLIN COUPE 1KG,"Poisson surgelet, apprécié pour sa chaire blanche.",France,Au poids,Condiments et Epices,,
381,COLIN 41/50 - 3KG,"Poisson surgelet, apprécié pour sa chaire blanche.",France,Au poids,Condiments et Epices,,
382,CRAYFISH POWDER 50GR ,"Poudre de crevettes, elle est utilisée en cuisine pour parfumer les plats. Elle se presente dans un sachet de 50g.",USA,Au poids,Condiments et Epices,,
383,DRIED CRAYFISH WHOLE 60GR,"Il s'agit de petites crevettes séchées en sachet de 60g utilisées en cuisisne; des sauces, rizs,...",Afrique de l'ouest,Au poids,Condiments et Epices,,
384,DRIED SMOKED SHRIMP WHOLE 80G,Crevettes séchées avec du sel.,Afrique de l'ouest;,Au poids,Condiments et Epices,,
385,HARENG TROPICAUX VRAC,"C'est un poisson de couleur camouflage, bleue sur le dos et blanc argenté sur le ventre. Riche en huile, Oméga-3 un acide gras utile pour bon fonctionnement des vaisseaux sanguins du coeur. Utiliser en cuisine pour la préparation de salade; sauce; ...",Nord-est de l'Océan Atlantique et Mer du Nord,Au poids,Condiments et Epices,,
386,MORUE S 41/50 3 KG,Un poisson très apprécié en Europoe. Il intervient dans divers et délicieux plats. La Morue est appréciée pour sa chair frais et sa saveur pour cela elle est conservée dans le sel pour pouvoir tout garder.,Europe,Au poids,Condiments et Epices,,
387,SNOEK ESCOLIER SALE 10KG,"Poisson légerement salé, utilisé pour assaisonner les sauces et accompanger vos repas",,,,,
388,STOCKFISH HODDOCK 500G,"Poisson salé d'origine Norvegienne, Il est  utilisé pour assaisonner les sauces et accompanger vos repas",Europe,Au poids,Condiments et Epices,,
389,JULIENNE ,"Poisson d'origine Bretonne, Il  accompange vos repas. Il peut etre frit, braisé,cuit en sauce...",Europe,Au poids,Condiments et Epices,,
390,"AILE DE POULET TEX MEX SACHET 2,5KGHALAL","Aile de Poulet surgelé, il s'utilse souvent pour faire des wings",Moyen Orient,Au poids,Condiments et Epices,,
391,CROUPION DE DINDE FUME EN SACHET 1KG,"D'origine Africaine, il accompagne souvent le Koliko et les plantins",Afrique,Au poids,Condiments et Epices,,
392,CUISSE DE POULET 10KG,"Cuisse surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
393,CUISSE DE POULE 5KG,"Cuisse surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
394,POULE FUMEE HALAL PIECES ,"Poulet surgelé, il represente un plein de proteines pour les amateurs de poulet",Momde,Au poids,Condiments et Epices,,
395,POULE PLUVERA POIDS 1200GR,"Poulet surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
396,POULE PLUVERA POIDS 1300GR,"Poulet surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
397,POULE PLUVERA POIDS 1400GR,"Poulet surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
398,"POULE WILKI 1,30KG","Poulet surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
399,"POULE WILKI 1,40KG ","Poulet surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
400,"POULE WILKI 1,50KG *10","Poulet surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
401,"POULE WILKI 1,60KG *10","Poulet surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
402,"POULE WILKI 1,70KG *8","Poulet surgelé, il represente un plein de proteines pour les amateurs de poulet",Monde,Au poids,Condiments et Epices,,
403,BARRACUDA RING FUME 300/500G VRAC 5KG,Poisson seché Fumé très apprécié en Afrique,Afrique,Au poids,Condiments et Epices,,
404,BARRACUDA ENTIER 500/1000G 10KG,Poisson seché Fumé très apprécié en Afrique,Afrique,Au poids,Condiments et Epices,,
405,BARRACUDA RINGS 300/600G 10KG (CONGELÉ),Poisson seché Fumé ttrès apprécié en Afrique,Afrique,Au poids,Condiments et Epices,,
406,CANRANGUE VRAC NOUVELLE ZELANDE x 10KG,Poisson originaire de Nouvelle Zélande ,Nouvelle Zélande,Au poids,Condiments et Epices,,
407,CHINCHARD ENTIER 500-900GR VRAC X 5KG,Poisson originaire d'Afrique,Afrique,Au poids,Condiments et Epices,,
408,CAPITAINE COURBINE 400/600GR 5KG,Poisson originaire d'Afrique,Afrique,Au poids,Condiments et Epices,,
409,CAPITAINE COURBINE STEAKS HO 4KG SENEGAL,Poisson originaire d'Afrique,Afrique,Au poids,Condiments et Epices,,
410,CAPITAINE CROAKER YEL G/D IWP 500/800 5KG ARGENTINE,Poisson originaire d'Argentine,Argentine,Au poids,Condiments et Epices,,
411,MALANGUA DARNE DE PANGASUIS 7-9 PIECES 800GR,C'est une poisson originaire du Vietnam. Facile en cuisson.,Vietnam,Au poids,Condiments et Epices,,
412,MACHOIRON KOEPILA 700/1200G FUME,Poisson originaire du Sénégal. Utilisé en cuisine pour la cuisson des sauces traditionnelles ,Sénégal,Au poids,Condiments et Epices,,
413,DORADE - MAHI MAHI DARNE 4-6PIECES/SACHET 800GR*10 8KG,C'est un poisson vivant dans les eaux tropicales et subtropicales. C'est un poisson mince à chair ferme et facile en cuisson. ,Les pays tropicaux,Au poids,Condiments et Epices,,
414,MACKEREL SCOMB 400/600GR 5KG MAQUEREAU,"Il est apprécié pour sa chaire, sa saveur et il est riche en huile, acides gras Oméga-3. ",Nord Océan Atlantique; la Mer Noire; la Mer Méditeranéen,Au poids,Condiments et Epices,,
415,POISSON CHAT 3/4 PIECES S/VIDE MISTET TI 850GR * 5 sachets ,"Encore appelé Ameuirus melas, il est dans les eaux douces. Très apprécié en Afrique.",Afrique,Au poids,Condiments et Epices,,
416,DORADE RED SEABREAM 300/400GR 4KG,"Poisson de couleur rouge, il est consommé pour sa saveur et utiliser dans les plats des grandes occasions; Mariage, Nouvel an. ",Japon; Corée; Taiwan,Au poids,Condiments et Epices,,
417,THON MIGNON DARNE SACHET 800GR*10 INDONESIE,"Cest un poisson très apprécé pour son goût exquise. Il existe plusieurs façons de mettre ce poisson dans les plats à dégustation; Thon grillé, Thon frit, sauce de Thon,......",Japon; Antilles; France,Au poids,Condiments et Epices,,
418,"TILAPIA MOYEN 3,2KG",De son vrai nom poisson blanc est tellement apprécié et est le plus vendu au monde en terme de poisson. ,Amérique; Afrique; Asie,Au poids,Condiments et Epices,,
419,"TILAPIA GRAND 3,2KG",De son vrai nom poisson blanc est tellement apprécié et est le plus vendu au monde en terme de poisson.,Amérique; Afrique; Asie,Au poids,Condiments et Epices,,
420,VIVANEAU COUPE GUYANA 800GR*10 DLC ,Poisson originaire de la Guyane,Guyane,Au poids,Condiments et Epices,,
421,VIVANEAU COUPE GUYANA 800GR*10 ,Poisson originaire de la Guyane,Guyane,Au poids,Condiments et Epices,,
422,ATTIEKE 1KG ,Couscous à base du manioc. Il est fabriqué en CÔTE-D'IVOIRE mais très consommé dans la sous région.,CÔTE-D'IVOIRE,Au poids,Condiments et Epices,,
423,ATTIEKE 500G ,Couscous à base du manioc. Il est fabriqué en CÔTE-D'IVOIRE mais très consommé dans la sous région.,CÔTE-D'IVOIRE,Au poids,Condiments et Epices,,
424,CRABE DE MANGROVE COUPE MADAGASCAR 1KG ,"Encore appelé Scylla Serrata, il est peché traditionnellement et très apprécier en cuisine",Madagascar; Mangrove,Au poids,Condiments et Epices,,
425,CREVETTE DECORTIQUE BLANCHIE 40/60 300GR,"Crevettes décortiqué tres savoureuse, s'apprecie en apéro",Madagascar; Viètnam,Au poids,Condiments et Epices,,
426,CERVETTES ENTIERES FUMEE 100G,Crevette délicieuse utilisé pour l'assaisonemment de vos sauces,Afrique de l'ouest,Au poids,Condiments et Epices,,
427,MATEMBELE - FEUILLES DE PATATE DOUCE HACHEE 300GR,,,,,,
428,MATEMBELE CAMEROUNE 500G,Feuilles de patate douce cuisinées,Cameroun,Au poids,Condiments et Epices,,
429,SAKA SAKA - FEUILLES DE MANIOC HACHEES 500GR, Saka saka est un plat typiquement congolais à base de feuilles de manioc. Ce met s’accompagne souvent de riz.,Congo,Au poids,Condiments et Epices,,
430,NGAI NGAI CONGELE 500G(AVION),Feuille d'hibiscus surgelés,Congo Brazza et Congo Kinshasa,Au poids,Condiments et Epices,,
431,NDOLET 500G,"Le ndolé vient du cameroun. Il s’agit d’un plat préparé à base de la plante légumière dont les feuilles sont consommées vertes, mais aussi dans une moindre mesure séchées.",Cameroun,Au poids,Condiments et Epices,,
432,POIS ANGOLE ENTIER 400G,C'est une légumineuse vivace à graine cultivée dans les régions tropicales semi-arides. Il est riche en azote.,Inde; Afrique,Au poids,Condiments et Epices,,
433,HARICOT TENDRE ENTIER 400GR,,,,,,
434,MIONDO,Baton de manioc,Cameroun,Au poids,Condiments et Epices,,
435,NEM CREVETTE 50P,Nems au crevettes,Vietnam,Au poids,Condiments et Epices,,
536,NEM POULET 8P,Nems au poulet,Vietnam,Au poids,Condiments et Epices,,
437,NEM POULET 50P,Nems au poulet,Vietnam,Au poids,Condiments et Epices,,
438,SAMOUSSA BOEUF 50P,Samoussa au boeuf,Asie centrale ;Moyen Orien,Au poids,Condiments et Epices,,
439,BOBOLO SOUS VIDE 2 PCES ,Pate de manioc cuisiné mise sous vide,Cameroun; Gabon,Au poids,Condiments et Epices,,
440,CHIKWANGUE SOUS VIDE,Pate de manioc cuisiné mise sous vide,Congo,Au poids,Condiments et Epices,,
441,,,,,,,
442,,,,,,,
443,,,,,,,
444,,,,,,,
445,,,,,,,
446,,,,,,,
447,,,,,,,
448,,,,,,,
449,,,,,,,
450,,,,,,,
451,,,,,,,
452,,,,,,,
453,,,,,,,
453,,,,,,,
454,,,,,,,
455,,,,,,,
456,,,,,,,
457,,,,,,,
458,,,,,,,
459,,,,,,,
460,,,,,,,
461,,,,,,,
462,,,,,,,
463,,,,,,,
464,,,,,,,
465,,,,,,,
466,,,,,,,
467,,,,,,,
468,,,,,,,
469,,,,,,,
470,,,,,,,
471,,,,,,,
472,,,,,,,
473,,,,,,,
474,,,,,,,
475,,,,,,,
476,,,,,,,
477,,,,,,,
478,,,,,,,
479,,,,,,,
480,,,,,,,
481,,,,,,,
482,,,,,,,
483,,,,,,,
484,,,,,,,
485,,,,,,,
486,,,,,,,
487,,,,,,,
488,,,,,,,
489,,,,,,,
490,,,,,,,
491,,,,,,,
492,,,,,,,
493,,,,,,,
494,,,,,,,
495,,,,,,,
496,,,,,,,
497,,,,,,,
498,,,,,,,
499,,,,,,,
500,,,,,,,
501,,,,,,,
502,,,,,,,
503,,,,,,,
504,,,,,,,
505,,,,,,,
506,,,,,,,
507,,,,,,,
508,,,,,,,
509,,,,,,,
510,Bière Amstel 50 cl,"Produit du groupe Heinken, cette biére est appréciée pour son goût, sa couleur foncée, signe de la qualité, et le taux d'alcool modéré.",Pays Bas,Unité,Boisson,,
511,Bière Bourbon « Dodo » 33 cl,Bière à succès du groupe Heinken. Elle est connue pour son goût très appréciée sur l'Île réunionnaise.,Île de la Réunion,Unité,Boisson,,
512,Bière Bourbon « Métisse » 33 cl,"Une bière réunionnaise à la saveur fruitée. C'est une mélange de la bière dodo avec les fruits de l'île. Très désaltérante, son taux d'alcool de 3,5%.",France,Unité,Boisson,,
513,Bière Castel 65 cl,"Une bière blonde en bouteille produite au Maroc, Cameroun, Tchad et consommée dans presque tous les pays d'Afrique francophone. Son taux d'alcool est de 5,2%.",Gabon,Unité,Boisson,,
514,Bière Corsaire 33 cl,Bière blonde légère avec un goût de malt et de citron,Guadeloupe,Unité,Boisson,,
515,Bière Flag 33 cl,"Produiction du groupe Flag, c'est une bière brassée au Maroc et consommée en Afrique de l'Ouest. ",Maroc,Unité,Boisson,,
516,Bière Flag 60 cl,"Produiction du groupe Flag, c'est une bière brassée au Maroc et consommée en Afrique de l'Ouest. ",Maroc,Unité,Boisson,,
517,Bière Gazelle 50 cl,"Gazelle est une bière de type Lager, de une couleur blonde avec un degré d'alcool de 4,2%. Une bière fortement appréciée par les sénégalais.",Sénégal,Unité,Boisson,,
518,Bière Guiness Cameroun Stout 33 cl,"Cette bière se distingue par sa couleur brune et sa mousse blanche, au goût corsé et de faible amertume. Elle a un fort taux  d'alcool(7%).",Cameroun,Unité,Boisson,,
519,Bière Guiness Cameroun Stout 65 cl,"Cette bière se distingue par sa couleur brune et sa mousse blanche, au goût corsé et de faible amertume. Elle a un fort taux  d'alcool(7%).",Cameroun,Unité,Boisson,,
520,Bière Guiness Smooth,Bière arômatique intermédiaire avec une douceur prononcée et des notes de malts grillées en fond. Une sensation douce en bouche. Une bière au goût unique avec 5% d'alcool.,Irlande,Unité,Boisson,,
521,Bière Lorraine 25 cl,"La bière la plus consommée en Martinique pour son goût fruité, moins de mousse. Fortement appréciée sur l'Île pour se raffraichir.",France,Unité,Boisson,,
522,Bière Phoenix 33 cl,"Bière blonde, elle est de type Lager avec un teneur de 5% d'alcool. Elle a un goût, saveurs de céréales, de malt de maïs et de fruits.  ",Île Maurice,Unité,Boisson,,
523,Bière Phoenix 65 cl,"Bière blonde, elle est de type Lager avec un teneur de 5% d'alcool. Elle a un goût, saveurs de céréales, de malt de maïs et de fruits.",Île Maurice,Unité,Boisson,,
524,Bière THB 60 cl,"Beer en bouteille de 60 cl, elle a un goût léger, de type pils. Contient 5,4% d'alcool, elle est fabriquée à base d'orge et de maïs.",Madagascar,Unité,Boisson,,
525,Bière THB 33 cl,"Three Horses Beer en bouteille a un goût léger, de type pils et 5,4% d'alcool, elle est fabriquée à base d'orges et de maïs",Madagascar,Unité,Boisson,,
526,Liqueur orange Shrub,"Liqueur de la marque Clément , saveur orange et vanille avec un teneur de 40% d'alcool. ",Martinique,Unité,Boisson,,
